temp_C,rh_percent,pressure_hPa,altitude_ba,latitude,longitude,altitude_gps,time_str,abq_rh,temp_C_abq
-70.75,4.1,90.429,17339.5,33.5671692,-105.9775238,17405,18:18:44,,
-70.75,4.1,90.383,17342.5,33.5671692,-105.9773712,17408,18:18:45,,
-70.84,4.1,90.335,17344.5,33.5671883,-105.9772186,17410,18:18:46,,
-70.93,4.1,90.287,17347.4,33.5671997,-105.9770737,17413,18:18:47,,
-71,4.1,90.24,17350.4,33.5672112,-105.9769211,17416,18:18:48,,
-71.06,4.1,90.196,17354.4,33.5672112,-105.9767838,17420,18:18:49,,
-71,4.1,90.154,17357.4,33.5671997,-105.9766235,17423,18:18:50,,
-70.99,4.1,90.111,17359.9,33.5671921,-105.9764404,17425.5,18:18:51,,
-70.98,4.1,90.07,17362.3,33.5671883,-105.9762573,17428,18:18:52,,
-71.06,4.1,90.033,17364.8,33.5671768,-105.9760818,17430.5,18:18:53,,
-71.14,4.1,89.996,17367.3,33.5671692,-105.9759064,17433,18:18:54,,
-71.17,4.1,89.962,17370.3,33.5671692,-105.9757538,17436,18:18:55,,
-71.17,4.1,89.928,17372.3,33.5671692,-105.9755707,17438,18:18:56,,
-71.19,4.1,89.894,17374.3,33.5671692,-105.9754028,17440,18:18:57,,
-71.23,4.1,89.86,17377.3,33.5671806,-105.9752274,17443,18:18:58,,
-71.29,4.1,89.827,17380.2,33.5671806,-105.9750671,17446,18:18:59,,
-71.31,4.1,89.791,17383.2,33.5671806,-105.9749298,17449,18:19:00,,
-71.32,4.1,89.754,17385.2,33.5671616,-105.9747696,17451,18:19:01,,
-71.32,4.1,89.717,17388.2,33.567131,-105.9746017,17454,18:19:02,,
-71.32,4.1,89.679,17390.4,33.567112,-105.9744339,17456.2,18:19:03,,
-71.34,4.1,89.641,17392.6,33.5670929,-105.9742584,17458.4,18:19:04,,
-71.35,4.1,89.604,17394.7,33.56707,-105.9740906,17460.6,18:19:05,,
-71.38,4.1,89.566,17396.9,33.5670509,-105.9739151,17462.8,18:19:06,,
-71.42,4.1,89.528,17399.1,33.5670319,-105.9737473,17465,18:19:07,,
-71.4,4.1,89.493,17401.1,33.5670242,-105.9735718,17467,18:19:08,,
-71.38,4.1,89.459,17403.1,33.5670204,-105.9733963,17469,18:19:09,,
-71.19,4.1,89.426,17405.1,33.567009,-105.9732437,17471,18:19:10,,
-71.07,4.1,89.392,17407.1,33.5670013,-105.9730682,17473,18:19:11,,
-71.09,4.1,89.363,17410,33.5669785,-105.9728928,17476,18:19:12,,
-71.15,4.1,89.335,17412,33.5669518,-105.9727173,17478,18:19:13,,
-71.2,4.1,89.308,17414,33.5669212,-105.9725418,17480,18:19:14,,
-71.22,4.1,89.278,17416,33.5668793,-105.9723816,17482,18:19:15,,
-71.24,4.1,89.248,17418,33.5668488,-105.9722214,17484,18:19:16,,
-71.26,4.1,89.217,17420,33.5668297,-105.9720535,17486,18:19:17,,
-71.29,4.1,89.186,17423,33.5667992,-105.9718704,17489,18:19:18,,
-71.32,4.1,89.153,17424.9,33.5667801,-105.9716873,17491,18:19:19,,
-71.26,4.1,89.117,17427.9,33.5667686,-105.9715271,17494,18:19:20,,
-70.96,4.1,89.082,17429.9,33.566761,-105.9713669,17496,18:19:21,,
-70.67,4.1,89.048,17431.9,33.5667496,-105.9712219,17498,18:19:22,,
-70.38,4.1,89.011,17434.9,33.5667496,-105.9710617,17501,18:19:23,,
-70.09,4.1,88.972,17437.4,33.5667343,-105.9709015,17503.5,18:19:24,,
-69.8,4.1,88.933,17439.8,33.5667191,-105.9707336,17506,18:19:25,,
-70.09,4.1,88.898,17443.8,33.5666695,-105.9704514,17510,18:19:26,,
-70.39,4.1,88.864,17445.8,33.5666351,-105.9703064,17512,18:19:27,,
-70.68,4.1,88.832,17447.8,33.5666008,-105.9701538,17514,18:19:28,,
-70.98,4.1,88.8,17450.8,33.5665817,-105.9700089,17517,18:19:29,,
-71.28,4.1,88.769,17452.8,33.5665703,-105.9698715,17519,18:19:30,,
-71.34,4.1,88.74,17454.7,33.5665436,-105.9697342,17521,18:19:31,,
-71.41,4.1,88.71,17456.7,33.5665169,-105.9695969,17523,18:19:32,,
-71.48,4.1,88.68,17458.7,33.5664902,-105.9694595,17525,18:19:33,,
-71.49,4.1,88.651,17460.7,33.5664635,-105.9693222,17527,18:19:34,,
-71.5,4.1,88.621,17462.7,33.5664368,-105.9691849,17529,18:19:35,,
-71.43,4.1,88.59,17464.7,33.5664139,-105.9690552,17531,18:19:36,,
-71.37,4.1,88.557,17466.7,33.5663872,-105.9689178,17533,18:19:37,,
-71.37,4.1,88.525,17468.7,33.5663605,-105.9687805,17535,18:19:38,,
-71.38,4.1,88.491,17470.6,33.5663338,-105.9686432,17537,18:19:39,,
-71.44,4.1,88.455,17472.6,33.5663071,-105.9685059,17539,18:19:40,,
-71.51,4.1,88.418,17474.6,33.5662804,-105.9683685,17541,18:19:41,,
-71.54,4.1,88.382,17476.6,33.5662498,-105.9682236,17543,18:19:42,,
-71.55,4.1,88.343,17478.6,33.5662193,-105.9680862,17545,18:19:43,,
-71.55,4.1,88.307,17480.6,33.5661812,-105.9679413,17547,18:19:44,,
-71.56,4.1,88.272,17483.6,33.5661507,-105.9677963,17550,18:19:45,,
-71.58,4.1,88.238,17485.5,33.5661201,-105.9676514,17552,18:19:46,,
-71.53,4.1,88.204,17488.5,33.5660896,-105.9674911,17555,18:19:47,,
-71.52,4.1,88.173,17490.5,33.5660591,-105.9673233,17557,18:19:48,,
-71.5,4.1,88.142,17492.5,33.566021,-105.9671402,17559,18:19:49,,
-71.5,4.1,88.111,17494.5,33.5659904,-105.9669724,17561,18:19:50,,
-71.53,4.1,88.082,17497.5,33.5659599,-105.9668121,17564,18:19:51,,
-71.49,4.1,88.054,17499.5,33.5659294,-105.9666595,17566,18:19:52,,
-71.33,4.1,88.024,17501.4,33.5658989,-105.966507,17568,18:19:53,,
-71.31,4.1,87.994,17503.4,33.5658607,-105.9663773,17570,18:19:54,,
-71.31,4.1,87.963,17505.4,33.5658188,-105.9662323,17572,18:19:55,,
-71.38,4.1,87.93,17508.4,33.5657806,-105.9660797,17575,18:19:56,,
-71.31,4.1,87.895,17510.9,33.5657501,-105.9659195,17577.5,18:19:57,,
-71.28,4.1,87.859,17513.4,33.5657196,-105.9657593,17580,18:19:58,,
-71.03,4.1,87.822,17516.3,33.56567,-105.9654236,17583,18:19:59,,
-70.77,4.1,87.785,17517.8,33.5656548,-105.965332,17584.5,18:20:00,,
-70.52,4.1,87.748,17519.3,33.5656395,-105.9652481,17586,18:20:01,,
-70.27,4.1,87.711,17521.8,33.565609,-105.9650955,17588.5,18:20:02,,
-70.53,4.1,87.676,17524.3,33.5655785,-105.9649429,17591,18:20:03,,
-70.8,4.1,87.641,17528.3,33.5654984,-105.964653,17595,18:20:04,,
-71.06,4,87.608,17531.2,33.5654488,-105.9645004,17598,18:20:05,,
-71.33,4,87.575,17533.2,33.5654106,-105.9643402,17600,18:20:06,,
-71.35,4,87.544,17534.2,33.5653954,-105.9642639,17601,18:20:07,,
-71.27,4.1,87.515,17535.2,33.5653801,-105.9641876,17602,18:20:08,,
-71.26,4.1,87.488,17538.2,33.5653305,-105.9640274,17605,18:20:09,,
-71.4,4.1,87.459,17540.2,33.5652885,-105.9638596,17607,18:20:10,,
-71.55,4.1,87.427,17543.2,33.565239,-105.9636765,17610,18:20:11,,
-71.68,4.1,87.396,17545.2,33.5652008,-105.9634933,17612,18:20:12,,
-71.77,4.1,87.365,17547.1,33.5651512,-105.9633102,17614,18:20:13,,
-71.84,4,87.332,17550.1,33.5651093,-105.9631195,17617,18:20:14,,
-71.88,4.1,87.297,17552.1,33.5650597,-105.9629517,17619,18:20:15,,
-71.92,4.1,87.26,17554.1,33.5649986,-105.9627838,17621,18:20:16,,
-71.92,4,87.221,17557.1,33.564949,-105.9626083,17624,18:20:17,,
-71.64,4.1,87.182,17559.1,33.5648994,-105.9624176,17626,18:20:18,,
-71.43,4,87.141,17562,33.5648499,-105.9622421,17629,18:20:19,,
-71.33,4.1,87.102,17564,33.5648003,-105.962059,17631,18:20:20,,
-71.35,4.1,87.063,17567,33.5647507,-105.9618912,17634,18:20:21,,
-71.42,4.1,87.026,17570,33.5646896,-105.9617081,17637,18:20:22,,
-71.55,4.1,86.99,17572,33.5646515,-105.9615173,17639,18:20:23,,
-71.69,4.1,86.955,17575,33.5646095,-105.9613113,17642,18:20:24,,
-71.79,4,86.921,17577.4,33.5645676,-105.9611206,17644.5,18:20:25,,
-71.85,4.1,86.891,17579.9,33.5645218,-105.9609222,17647,18:20:26,,
-71.9,4.1,86.86,17584.9,33.5644112,-105.9605637,17652,18:20:27,,
-71.94,4.1,86.829,17586.9,33.5643501,-105.9603882,17654,18:20:28,,
-71.98,4.1,86.798,17588.9,33.5642891,-105.9602127,17656,18:20:29,,
-71.69,4.05,86.766,17591.6,33.5642395,-105.9600372,17658.8,18:20:30,,
-71.4,4,86.732,17594.4,33.5641899,-105.9598618,17661.6,18:20:31,,
-71.11,4,86.699,17597.2,33.5641403,-105.9596939,17664.4,18:20:32,,
-70.82,4,86.662,17600,33.5640907,-105.9595184,17667.2,18:20:33,,
-70.53,4.1,86.625,17602.8,33.5640411,-105.959343,17670,18:20:34,,
-70.64,4.1,86.587,17604.8,33.5639992,-105.9591522,17672,18:20:35,,
-70.75,4.07,86.547,17606.7,33.563961,-105.9589615,17674,18:20:36,,
-70.85,4.03,86.506,17608.7,33.5639191,-105.9587784,17676,18:20:37,,
-70.96,4,86.464,17610.7,33.5638809,-105.9585876,17678,18:20:38,,
-71.21,4.05,86.424,17613.7,33.5638313,-105.9583893,17681,18:20:39,,
-71.46,4.1,86.385,17616.7,33.5637817,-105.9581833,17684,18:20:40,,
-71.6,4.05,86.349,17618.2,33.563755,-105.9580841,17685.5,18:20:41,,
-71.74,4,86.313,17619.7,33.5637283,-105.9579773,17687,18:20:42,,
-71.78,4,86.278,17622.6,33.5636711,-105.9577866,17690,18:20:43,,
-71.85,4.1,86.245,17626.6,33.5636215,-105.9576035,17694,18:20:44,,
-71.93,4,86.214,17629.6,33.5635605,-105.9573669,17697,18:20:45,,
-71.98,4.1,86.181,17631.6,33.5634995,-105.9571686,17699,18:20:46,,
-72.04,4.1,86.149,17634.6,33.5634384,-105.9569702,17702,18:20:47,,
-72.09,4.1,86.117,17636.5,33.5633888,-105.9567795,17704,18:20:48,,
-72.09,4.1,86.086,17639.5,33.5633392,-105.9565887,17707,18:20:49,,
-72.07,4.1,86.054,17640.5,33.5633011,-105.9563828,17708,18:20:50,,
-72.05,4.1,86.02,17642.5,33.5632706,-105.9561691,17710,18:20:51,,
-72.05,4.1,85.986,17645.5,33.5632401,-105.9559708,17713,18:20:52,,
-71.93,4.1,85.948,17648.5,33.5631905,-105.9557724,17716,18:20:53,,
-71.83,4.1,85.909,17650.5,33.5631409,-105.9555664,17718,18:20:54,,
-71.88,4.1,85.869,17652.4,33.5630798,-105.9553375,17720,18:20:55,,
-71.97,4.1,85.828,17654.9,33.5630417,-105.9551239,17722.5,18:20:56,,
-72.04,4.1,85.789,17657.4,33.5629997,-105.9549026,17725,18:20:57,,
-72.11,4.1,85.751,17660.7,33.5629349,-105.9546356,17728.3,18:20:58,,
-72.14,4.1,85.715,17664,33.5628662,-105.9543762,17731.7,18:20:59,,
-72.16,4.1,85.677,17667.3,33.5628014,-105.9541092,17735,18:21:00,,
-71.87,4.1,85.641,17669.8,33.5627594,-105.9539185,17737.5,18:21:01,,
-71.58,4.1,85.606,17672.3,33.5627213,-105.9537201,17740,18:21:02,,
-71.29,4.1,85.572,17673.8,33.5626984,-105.9536133,17741.5,18:21:03,,
-71,4.1,85.54,17675.3,33.5626717,-105.9535065,17743,18:21:04,,
-70.86,4.1,85.508,17680.3,33.5625801,-105.9530716,17748,18:21:05,,
-70.72,4.1,85.477,17682.7,33.5625343,-105.9528503,17750.5,18:21:06,,
-70.58,4.1,85.444,17685.2,33.5624886,-105.9526367,17753,18:21:07,,
-70.66,4.05,85.408,17688.2,33.5624466,-105.9524384,17756,18:21:08,,
-70.74,4,85.371,17691.2,33.5624008,-105.9522324,17759,18:21:09,,
-71,4.05,85.332,17693.2,33.562355,-105.9520416,17761,18:21:10,,
-71.27,4.1,85.292,17695.2,33.5623093,-105.9518433,17763,18:21:11,,
-71.54,4.05,85.253,17697.6,33.5622711,-105.9516449,17765.5,18:21:12,,
-71.81,4,85.211,17700.1,33.5622292,-105.9514465,17768,18:21:13,,
-72.08,4,85.171,17703.1,33.562191,-105.9512482,17771,18:21:14,,
-71.99,4,85.131,17706.1,33.562149,-105.9510269,17774,18:21:15,,
-72,4,85.092,17707.1,33.5621262,-105.9509201,17775,18:21:16,,
-72.1,4,85.053,17708.1,33.5620995,-105.9508133,17776,18:21:17,,
-72.12,4,85.017,17711.1,33.5620613,-105.9505768,17779,18:21:18,,
-72.02,4,84.981,17714,33.5620193,-105.9503708,17782,18:21:19,,
-72.05,4,84.946,17717,33.5619812,-105.9501572,17785,18:21:20,,
-72.13,4,84.912,17720,33.5619392,-105.9499512,17788,18:21:21,,
-72.23,4,84.88,17722,33.5618896,-105.9497528,17790,18:21:22,,
-72.26,4,84.846,17725,33.5618515,-105.9495468,17793,18:21:23,,
-72.24,4,84.815,17726.9,33.5618095,-105.9493484,17795,18:21:24,,
-72.19,4,84.779,17729.9,33.5617599,-105.9491425,17798,18:21:25,,
-72.17,4,84.743,17732.9,33.5617104,-105.9489212,17801,18:21:26,,
-72.14,4,84.706,17735.9,33.5616493,-105.9487076,17804,18:21:27,,
-72.11,4,84.666,17737.9,33.5616112,-105.9484863,17806,18:21:28,,
-72.07,4,84.624,17740.9,33.5615654,-105.9482727,17809,18:21:29,,
-71.94,4,84.582,17743.8,33.5615196,-105.9480591,17812,18:21:30,,
-71.9,4,84.54,17746.8,33.5614815,-105.9478302,17815,18:21:31,,
-71.92,4,84.497,17748.8,33.5614395,-105.9476166,17817,18:21:32,,
-71.95,4,84.453,17751.8,33.561409,-105.9474182,17820,18:21:33,,
-71.79,4,84.41,17754.3,33.5613747,-105.9472198,17822.5,18:21:34,,
-71.64,4,84.367,17756.7,33.5613403,-105.9470215,17825,18:21:35,,
-71.48,4,84.327,17763.7,33.5612488,-105.9466095,17832,18:21:36,,
-71.32,4,84.287,17766.2,33.5611877,-105.9464111,17834.5,18:21:37,,
-71.17,4,84.248,17768.7,33.5611305,-105.9462128,17837,18:21:38,,
-71.25,4,84.209,17771.6,33.5610695,-105.9459991,17840,18:21:39,,
-71.33,4,84.172,17774.6,33.5610085,-105.9457932,17843,18:21:40,,
-71.17,4,84.136,17777.6,33.560955,-105.9455872,17846,18:21:41,,
-71.02,4,84.098,17780.6,33.5609016,-105.9453735,17849,18:21:42,,
-70.86,4,84.061,17783.2,33.5608597,-105.9451752,17851.7,18:21:43,,
-70.71,4,84.022,17785.9,33.5608215,-105.9449692,17854.3,18:21:44,,
-70.66,4,83.982,17788.5,33.5607796,-105.9447708,17857,18:21:45,,
-70.38,4,83.941,17792.5,33.56073,-105.9445724,17861,18:21:46,,
-70.11,4,83.896,17795.5,33.5606804,-105.9443665,17864,18:21:47,,
-70.27,4,83.852,17798.5,33.5606194,-105.9441681,17867,18:21:48,,
-70.57,4,83.806,17801.4,33.5605583,-105.9439774,17870,18:21:49,,
-70.85,4,83.761,17804.4,33.5604897,-105.943779,17873,18:21:50,,
-71.13,4,83.715,17805.9,33.5604591,-105.9436798,17874.5,18:21:51,,
-71.42,4,83.669,17807.4,33.5604286,-105.943573,17876,18:21:52,,
-71.7,4,83.625,17810.4,33.5603714,-105.943367,17879,18:21:53,,
-71.82,4,83.58,17813.4,33.5603104,-105.9431763,17882,18:21:54,,
-71.92,4,83.54,17816.3,33.5602608,-105.9429932,17885,18:21:55,,
-71.98,4,83.507,17820.3,33.5602112,-105.9427872,17889,18:21:56,,
-72.01,4,83.484,17823.3,33.5601616,-105.9425964,17892,18:21:57,,
-71.84,4,83.476,17826.3,33.5601006,-105.9424133,17895,18:21:58,,
-71.67,3.9,83.478,17829.3,33.5600395,-105.9422226,17898,18:21:59,,
-71.51,4,83.495,17830.3,33.5599899,-105.9420319,17899,18:22:00,,
-71.34,4,83.526,17828.3,33.5599289,-105.9418182,17897,18:22:01,,
-71.17,4,83.572,17823.3,33.5598793,-105.941597,17892,18:22:02,,
-71.44,4,83.637,17815.4,33.5598221,-105.9413986,17884,18:22:03,,
-71.71,4,83.724,17807.4,33.559761,-105.9412003,17876,18:22:04,,
-71.99,4,83.828,17799.5,33.5597115,-105.9410019,17868,18:22:05,,
-72.26,4,83.946,17789.5,33.5596504,-105.9408035,17858,18:22:06,,
-72.02,4,84.074,17778.6,33.5596237,-105.9406052,17847,18:22:07,,
-71.77,4,84.209,17767.7,33.559597,-105.9404068,17836,18:22:08,,
-71.53,4,84.349,17756.7,33.5595703,-105.9402084,17825,18:22:09,,
-71.74,4.1,84.498,17742.6,33.5595436,-105.9399338,17810.8,18:22:10,,
-71.96,4.1,84.652,17728.4,33.5595169,-105.9396591,17796.5,18:22:11,,
-72.18,4.1,84.815,17714.3,33.5594864,-105.9393845,17782.3,18:22:12,,
-72.4,4.1,84.978,17700.1,33.5594597,-105.9391098,17768,18:22:13,,
-72.45,4.1,85.134,17688.9,33.5594139,-105.9389038,17756.8,18:22:14,,
-72.4,4.1,85.291,17677.8,33.5593719,-105.9386902,17745.5,18:22:15,,
-72.35,4.1,85.453,17666.6,33.5593262,-105.9384766,17734.3,18:22:16,,
-72.49,4.2,85.614,17655.4,33.5592804,-105.9382706,17723,18:22:17,,
-72.41,4.2,85.775,17644.2,33.559227,-105.9381027,17711.8,18:22:18,,
-72.32,4.2,85.934,17633.1,33.5591736,-105.9379272,17700.5,18:22:19,,
-72.14,4.2,86.093,17621.9,33.5591202,-105.9377594,17689.3,18:22:20,,
-71.95,4.2,86.253,17610.7,33.5590668,-105.9375916,17678,18:22:21,,
-72.16,4.2,86.414,17599.5,33.5590096,-105.9374237,17666.8,18:22:22,,
-72.36,4.2,86.571,17588.4,33.5589561,-105.9372559,17655.5,18:22:23,,
-72.23,4.2,86.734,17577.2,33.5589027,-105.9370804,17644.3,18:22:24,,
-72.1,4.2,86.901,17566,33.5588493,-105.9369125,17633,18:22:25,,
-71.97,4.2,87.063,17557.6,33.5588417,-105.9367828,17624.5,18:22:26,,
-71.83,4.2,87.218,17549.1,33.5588341,-105.9366531,17616,18:22:27,,
-71.7,4.2,87.377,17540.7,33.5588264,-105.9365234,17607.5,18:22:28,,
-71.57,4.2,87.538,17532.2,33.5588188,-105.9363937,17599,18:22:29,,
-71.63,4.2,87.703,17519.3,33.5587502,-105.9362335,17586,18:22:30,,
-71.6,4.3,87.88,17508.9,33.55867,-105.9360962,17575.5,18:22:31,,
-71.58,4.4,88.056,17498.5,33.5585899,-105.9359665,17565,18:22:32,,
-71.56,4.33,88.231,17486.3,33.5585747,-105.9358521,17552.8,18:22:33,,
-71.55,4.27,88.407,17474.1,33.5585594,-105.93573,17540.5,18:22:34,,
-71.53,4.2,88.582,17461.9,33.5585442,-105.9356155,17528.3,18:22:35,,
-71.72,4.2,88.759,17449.8,33.5585289,-105.9355011,17516,18:22:36,,
-71.65,4.2,88.938,17436.4,33.5585365,-105.9353409,17502.5,18:22:37,,
-71.58,4.2,89.121,17423,33.5585442,-105.9351807,17489.1,18:22:38,,
-71.51,4.2,89.304,17409.6,33.558548,-105.9350281,17475.6,18:22:39,,
-71.44,4.2,89.488,17396.3,33.5585556,-105.9348679,17462.1,18:22:40,,
-71.37,4.2,89.673,17382.9,33.5585632,-105.9347076,17448.7,18:22:41,,
-71.3,4.2,89.848,17369.5,33.5585709,-105.9345474,17435.2,18:22:42,,
-71.23,4.2,90.024,17356.1,33.5585785,-105.9343872,17421.7,18:22:43,,
-71.16,4.2,90.2,17342.7,33.5585823,-105.9342346,17408.3,18:22:44,,
-71.13,4.2,90.376,17329.4,33.5585899,-105.9340744,17394.8,18:22:45,,
-71.1,4.2,90.553,17316,33.5585976,-105.9339142,17381.3,18:22:46,,
-71.07,4.2,90.735,17302.6,33.5586052,-105.933754,17367.9,18:22:47,,
-71.04,4.2,90.923,17289.2,33.5586128,-105.9335938,17354.4,18:22:48,,
-71.01,4.2,91.115,17275.8,33.5586166,-105.9334412,17340.9,18:22:49,,
-70.98,4.2,91.313,17262.5,33.5586243,-105.9332809,17327.5,18:22:50,,
-70.95,4.2,91.516,17249.1,33.5586319,-105.9331207,17314,18:22:51,,
-70.86,4.2,91.725,17235.5,33.5586433,-105.9330215,17300.4,18:22:52,,
-70.78,4.2,91.939,17222,33.558651,-105.9329224,17286.7,18:22:53,,
-70.69,4.2,92.158,17208.4,33.5586624,-105.9328232,17273.1,18:22:54,,
-70.61,4.2,92.382,17194.9,33.55867,-105.932724,17259.5,18:22:55,,
-70.52,4.2,92.612,17181.3,33.5586815,-105.9326248,17245.8,18:22:56,,
-70.43,4.2,92.848,17167.8,33.5586891,-105.9325333,17232.2,18:22:57,,
-70.35,4.2,93.081,17154.2,33.5587006,-105.9324341,17218.5,18:22:58,,
-70.26,4.2,93.312,17140.7,33.5587082,-105.9323349,17204.9,18:22:59,,
-70.18,4.2,93.54,17127.2,33.5587196,-105.9322357,17191.3,18:23:00,,
-70.09,4.2,93.767,17113.6,33.5587273,-105.9321365,17177.6,18:23:01,,
-70,4.2,93.99,17100.1,33.5587387,-105.9320374,17164,18:23:02,,
-69.9,4.2,94.212,17086,33.5587387,-105.9319534,17149.9,18:23:03,,
-69.79,4.2,94.431,17071.9,33.5587425,-105.9318619,17135.7,18:23:04,,
-69.68,4.2,94.659,17057.9,33.5587425,-105.931778,17121.6,18:23:05,,
-69.57,4.2,94.88,17043.8,33.5587463,-105.9316864,17107.4,18:23:06,,
-69.46,4.2,95.094,17029.8,33.5587463,-105.9316025,17093.3,18:23:07,,
-69.35,4.2,95.305,17015.7,33.5587502,-105.9315109,17079.1,18:23:08,,
-69.24,4.2,95.518,17001.7,33.5587502,-105.931427,17065,18:23:09,,
-69.26,4.2,95.732,16991.8,33.5587616,-105.9313507,17055,18:23:10,,
-69.22,4.2,95.945,16977.8,33.5587387,-105.9312515,17041,18:23:11,,
-69.17,4.2,96.16,16963.9,33.5587196,-105.9311523,17027,18:23:12,,
-69.08,4.2,96.374,16951.5,33.5587006,-105.9310455,17014.5,18:23:13,,
-69,4.2,96.59,16939.1,33.5586815,-105.9309464,17002,18:23:14,,
-68.86,4.21,96.806,16925.4,33.5586395,-105.9308472,16988.2,18:23:15,,
-68.72,4.23,97.011,16911.7,33.5585976,-105.9307404,16974.4,18:23:16,,
-68.58,4.24,97.221,16898,33.5585556,-105.9306412,16960.7,18:23:17,,
-68.44,4.26,97.435,16884.3,33.5585136,-105.930542,16946.9,18:23:18,,
-68.3,4.27,97.649,16870.6,33.5584717,-105.9304428,16933.1,18:23:19,,
-68.16,4.29,97.861,16856.9,33.5584297,-105.930336,16919.3,18:23:20,,
-68.02,4.3,98.073,16843.3,33.5583878,-105.9302368,16905.6,18:23:21,,
-67.87,4.23,98.284,16829.6,33.5583458,-105.9301376,16891.8,18:23:22,,
-67.71,4.17,98.493,16815.9,33.5583038,-105.9300385,16878,18:23:23,,
-67.56,4.1,98.702,16802.2,33.5582657,-105.9299316,16864.2,18:23:24,,
-67.46,4.1,98.91,16788.5,33.5582237,-105.9298325,16850.4,18:23:25,,
-67.36,4.1,99.117,16774.8,33.5581818,-105.9297333,16836.7,18:23:26,,
-67.26,4.1,99.324,16761.1,33.5581398,-105.9296265,16822.9,18:23:27,,
-67.17,4.1,99.527,16747.4,33.5580978,-105.9295273,16809.1,18:23:28,,
-67.07,4.1,99.731,16733.7,33.5580559,-105.9294281,16795.3,18:23:29,,
-66.97,4.1,99.935,16720,33.5580139,-105.9293289,16781.6,18:23:30,,
-66.87,4.1,100.138,16706.3,33.557972,-105.9292221,16767.8,18:23:31,,
-66.85,4.1,100.342,16692.7,33.55793,-105.9291229,16754,18:23:32,,
-66.83,4.1,100.545,16679.7,33.5578613,-105.9290314,16741,18:23:33,,
-66.8,4.1,100.748,16668.8,33.5578194,-105.9289627,16730,18:23:34,,
-66.74,4.07,100.951,16657.2,33.5577507,-105.9288712,16718.3,18:23:35,,
-66.67,4.03,101.154,16645.6,33.557682,-105.9287872,16706.6,18:23:36,,
-66.61,4,101.357,16633.9,33.5576134,-105.9286957,16694.9,18:23:37,,
-66.63,4,101.558,16622.3,33.5575447,-105.9286041,16683.2,18:23:38,,
-66.65,4,101.765,16610.7,33.5574722,-105.9285126,16671.5,18:23:39,,
-66.66,4,101.967,16599,33.5574036,-105.9284286,16659.8,18:23:40,,
-66.68,4,102.168,16587.4,33.5573349,-105.9283371,16648.1,18:23:41,,
-66.7,4,102.369,16575.8,33.5572662,-105.9282455,16636.4,18:23:42,,
-66.72,4,102.571,16564.2,33.5571976,-105.9281616,16624.7,18:23:43,,
-66.74,4,102.775,16552.5,33.5571289,-105.9280701,16613,18:23:44,,
-66.87,4,102.98,16540.3,33.557045,-105.927948,16600.7,18:23:45,,
-67,4,103.185,16528,33.5569649,-105.9278183,16588.3,18:23:46,,
-67.13,4,103.393,16515.8,33.556881,-105.9276962,16576,18:23:47,,
-67.11,4,103.601,16503,33.5567932,-105.927536,16563.1,18:23:48,,
-67.09,4.01,103.81,16490.2,33.5567093,-105.9273834,16550.3,18:23:49,,
-67.08,4.01,104.021,16477.4,33.5566254,-105.9272232,16537.4,18:23:50,,
-67.06,4.02,104.234,16464.6,33.5565376,-105.9270706,16524.5,18:23:51,,
-67.04,4.02,104.45,16451.8,33.5564499,-105.9269104,16511.6,18:23:52,,
-67.03,4.03,104.668,16439,33.556366,-105.9267578,16498.8,18:23:53,,
-67.01,4.03,104.886,16426.2,33.556282,-105.9265976,16485.9,18:23:54,,
-66.99,4.03,105.105,16413.4,33.5561943,-105.9264374,16473,18:23:55,,
-66.98,4.04,105.324,16400.6,33.5561066,-105.9262848,16460.1,18:23:56,,
-66.96,4.04,105.544,16387.8,33.5560226,-105.9261246,16447.3,18:23:57,,
-66.94,4.05,105.764,16375,33.5559387,-105.925972,16434.4,18:23:58,,
-66.93,4.05,105.985,16362.2,33.555851,-105.9258118,16421.5,18:23:59,,
-66.91,4.06,106.206,16349.4,33.5557632,-105.9256516,16408.6,18:24:00,,
-66.89,4.06,106.428,16336.6,33.5556793,-105.925499,16395.8,18:24:01,,
-66.88,4.07,106.65,16323.8,33.5555954,-105.9253387,16382.9,18:24:02,,
-66.86,4.07,106.872,16311,33.5555077,-105.9251862,16370,18:24:03,,
-66.84,4.07,107.095,16298.2,33.5554199,-105.9250259,16357.1,18:24:04,,
-66.83,4.08,107.319,16285.5,33.555336,-105.9248657,16344.3,18:24:05,,
-66.81,4.08,107.549,16272.7,33.5552521,-105.9247131,16331.4,18:24:06,,
-66.79,4.09,107.785,16259.9,33.5551643,-105.9245529,16318.5,18:24:07,,
-66.78,4.09,108.025,16247.1,33.5550766,-105.9244003,16305.6,18:24:08,,
-66.76,4.1,108.269,16234.3,33.5549927,-105.9242401,16292.8,18:24:09,,
-66.75,4.1,108.523,16221.5,33.5549088,-105.9240875,16279.9,18:24:10,,
-66.85,4,108.785,16208.7,33.554821,-105.9239273,16267,18:24:11,,
-66.79,4,109.056,16192.8,33.5547829,-105.9237366,16251,18:24:12,,
-66.74,4,109.337,16176.9,33.5547485,-105.9235535,16235,18:24:13,,
-66.69,4,109.626,16161,33.5547104,-105.9233627,16219,18:24:14,,
-66.59,4,109.925,16146.8,33.5546188,-105.9231949,16204.7,18:24:15,,
-66.49,4,110.233,16132.6,33.5545273,-105.9230194,16190.5,18:24:16,,
